t2sw,lab
/home/sn21/localiser/carp-firstdynamic/CARP0026_1001_T2ME_corSENSE.e01_tmpt1.nii.gz,/home/sn21/localiser/carp-groundtruth/CARP0026_1001_T2ME_corSENSE_seg.nii.gz
/home/sn21/localiser/carp-firstdynamic/CARP0026_1001_T2ME_corSENSE.e02_tmpt1.nii.gz,/home/sn21/localiser/carp-groundtruth/CARP0026_1001_T2ME_corSENSE_seg.nii.gz
/home/sn21/localiser/carp-firstdynamic/CARP0026_1001_T2ME_corSENSE.e03_tmpt1.nii.gz,/home/sn21/localiser/carp-groundtruth/CARP0026_1001_T2ME_corSENSE_seg.nii.gz
/home/sn21/localiser/carp-firstdynamic/CARP0026_301_T2ME_corSENSE.e01_tmpt1.nii.gz,/home/sn21/localiser/carp-groundtruth/CARP0026_301_T2ME_corSENSE_seg.nii.gz
/home/sn21/localiser/carp-firstdynamic/CARP0026_301_T2ME_corSENSE.e02_tmpt1.nii.gz,/home/sn21/localiser/carp-groundtruth/CARP0026_301_T2ME_corSENSE_seg.nii.gz
/home/sn21/localiser/carp-firstdynamic/CARP0026_301_T2ME_corSENSE.e03_tmpt1.nii.gz,/home/sn21/localiser/carp-groundtruth/CARP0026_301_T2ME_corSENSE_seg.nii.gz
/home/sn21/localiser/carp-firstdynamic/CARP0030_1101_T2ME_corSENSE.e01_tmpt1.nii.gz,/home/sn21/localiser/carp-groundtruth/CARP0030_1101_T2ME_corSENSE_seg.nii.gz
/home/sn21/localiser/carp-firstdynamic/CARP0030_1101_T2ME_corSENSE.e02_tmpt1.nii.gz,/home/sn21/localiser/carp-groundtruth/CARP0030_1101_T2ME_corSENSE_seg.nii.gz
/home/sn21/localiser/carp-firstdynamic/CARP0030_1101_T2ME_corSENSE.e03_tmpt1.nii.gz,/home/sn21/localiser/carp-groundtruth/CARP0030_1101_T2ME_corSENSE_seg.nii.gz
/home/sn21/localiser/carp-firstdynamic/CARP0030_301_T2ME_corSENSE.e01_tmpt1.nii.gz,/home/sn21/localiser/carp-groundtruth/CARP0030_301_T2ME_corSENSE_tmpt1-seg.nii.gz
/home/sn21/localiser/carp-firstdynamic/CARP0030_301_T2ME_corSENSE.e02_tmpt1.nii.gz,/home/sn21/localiser/carp-groundtruth/CARP0030_301_T2ME_corSENSE_tmpt1-seg.nii.gz
/home/sn21/localiser/carp-firstdynamic/CARP0030_301_T2ME_corSENSE.e03_tmpt1.nii.gz,/home/sn21/localiser/carp-groundtruth/CARP0030_301_T2ME_corSENSE_tmpt1-seg.nii.gz
/home/sn21/localiser/carp-firstdynamic/pip018902_1201_T2ME_corSENSE.e01_tmpt1.nii.gz,/home/sn21/localiser/carp-groundtruth/pip018902_1201_T2ME_corSENSE_seg.nii.gz
/home/sn21/localiser/carp-firstdynamic/pip018902_1201_T2ME_corSENSE.e02_tmpt1.nii.gz,/home/sn21/localiser/carp-groundtruth/pip018902_1201_T2ME_corSENSE_seg.nii.gz
/home/sn21/localiser/carp-firstdynamic/pip018902_1201_T2ME_corSENSE.e03_tmpt1.nii.gz,/home/sn21/localiser/carp-groundtruth/pip018902_1201_T2ME_corSENSE_seg.nii.gz
/home/sn21/localiser/carp-firstdynamic/pip018902_901_T2ME_corSENSE.e01_tmpt1.nii.gz,/home/sn21/localiser/carp-groundtruth/pip018902_1201_T2ME_corSENSE_seg.nii.gz
/home/sn21/localiser/carp-firstdynamic/pip018902_901_T2ME_corSENSE.e02_tmpt1.nii.gz,/home/sn21/localiser/carp-groundtruth/pip018902_1201_T2ME_corSENSE_seg.nii.gz
/home/sn21/localiser/carp-firstdynamic/pip018902_901_T2ME_corSENSE.e03_tmpt1.nii.gz,/home/sn21/localiser/carp-groundtruth/pip018902_1201_T2ME_corSENSE_seg.nii.gz
/home/sn21/localiser/carp-firstdynamic/pip018902_701_T2ME_corSENSE.e01_tmpt1.nii.gz,/home/sn21/localiser/carp-groundtruth/pip018902_1201_T2ME_corSENSE_seg.nii.gz
/home/sn21/localiser/carp-firstdynamic/pip018902_701_T2ME_corSENSE.e02_tmpt1.nii.gz,/home/sn21/localiser/carp-groundtruth/pip018902_1201_T2ME_corSENSE_seg.nii.gz
/home/sn21/localiser/carp-firstdynamic/pip018902_701_T2ME_corSENSE.e03_tmpt1.nii.gz,/home/sn21/localiser/carp-groundtruth/pip018902_1201_T2ME_corSENSE_seg.nii.gz
/home/sn21/localiser/carp-firstdynamic/pip018902_601_T2ME_corSENSE.e01_tmpt1.nii.gz,/home/sn21/localiser/carp-groundtruth/pip018902_1201_T2ME_corSENSE_seg.nii.gz
/home/sn21/localiser/carp-firstdynamic/pip018902_601_T2ME_corSENSE.e02_tmpt1.nii.gz,/home/sn21/localiser/carp-groundtruth/pip018902_1201_T2ME_corSENSE_seg.nii.gz
/home/sn21/localiser/carp-firstdynamic/pip018902_601_T2ME_corSENSE.e03_tmpt1.nii.gz,/home/sn21/localiser/carp-groundtruth/pip018902_1201_T2ME_corSENSE_seg.nii.gz
/home/sn21/localiser/data-3T/inf0005/201909231323_PHILIPSECA816E_1301_pip5T2ME_2SENSEp1o1.e01.nii.gz,/home/sn21/localiser/data-3T/inf0005_13_mask_AA.nii.gz
/home/sn21/localiser/data-3T/inf0005/201909231323_PHILIPSECA816E_1301_pip5T2ME_2SENSEp1o1.e02.nii.gz,/home/sn21/localiser/data-3T/inf0005_13_mask_AA.nii.gz
/home/sn21/localiser/data-3T/inf0005/201909231323_PHILIPSECA816E_1301_pip5T2ME_2SENSEp1o1.e03.nii.gz,/home/sn21/localiser/data-3T/inf0005_13_mask_AA.nii.gz
/home/sn21/localiser/data-3T/inf0005/201909231323_PHILIPSECA816E_1301_pip5T2ME_2SENSEp1o1.e04.nii.gz,/home/sn21/localiser/data-3T/inf0005_13_mask_AA.nii.gz
/home/sn21/localiser/data-3T/inf0005/201909231323_PHILIPSECA816E_1301_pip5T2ME_2SENSEp1o1.e05.nii.gz,/home/sn21/localiser/data-3T/inf0005_13_mask_AA.nii.gz
/home/sn21/localiser/data-3T/inf0015/202002101538_PHILIPSECA816E_1401_pip5T2ME_2SENSEp1o1.e01.nii.gz,/home/sn21/localiser/data-3T/inf0015_14_mask_AA.nii.gz
/home/sn21/localiser/data-3T/inf0015/202002101538_PHILIPSECA816E_1401_pip5T2ME_2SENSEp1o1.e02.nii.gz,/home/sn21/localiser/data-3T/inf0015_14_mask_AA.nii.gz
/home/sn21/localiser/data-3T/inf0015/202002101538_PHILIPSECA816E_1401_pip5T2ME_2SENSEp1o1.e03.nii.gz,/home/sn21/localiser/data-3T/inf0015_14_mask_AA.nii.gz
/home/sn21/localiser/data-3T/inf0015/202002101538_PHILIPSECA816E_1401_pip5T2ME_2SENSEp1o1.e04.nii.gz,/home/sn21/localiser/data-3T/inf0015_14_mask_AA.nii.gz
/home/sn21/localiser/data-3T/inf0015/202002101538_PHILIPSECA816E_1401_pip5T2ME_2SENSEp1o1.e05.nii.gz,/home/sn21/localiser/data-3T/inf0015_14_mask_AA.nii.gz
/home/sn21/localiser/data-3T/inf0018/202104091333_PHILIPSECA816E_1401_pip5T2ME_2SENSEp1o1.e01.nii.gz,/home/sn21/localiser/data-3T/inf0018_14_mask_AA.nii.gz
/home/sn21/localiser/data-3T/inf0018/202104091333_PHILIPSECA816E_1401_pip5T2ME_2SENSEp1o1.e02.nii.gz,/home/sn21/localiser/data-3T/inf0018_14_mask_AA.nii.gz
/home/sn21/localiser/data-3T/inf0018/202104091333_PHILIPSECA816E_1401_pip5T2ME_2SENSEp1o1.e03.nii.gz,/home/sn21/localiser/data-3T/inf0018_14_mask_AA.nii.gz
/home/sn21/localiser/data-3T/inf0018/202104091333_PHILIPSECA816E_1401_pip5T2ME_2SENSEp1o1.e04.nii.gz,/home/sn21/localiser/data-3T/inf0018_14_mask_AA.nii.gz
/home/sn21/localiser/data-3T/inf0018/202104091333_PHILIPSECA816E_1401_pip5T2ME_2SENSEp1o1.e05.nii.gz,/home/sn21/localiser/data-3T/inf0018_14_mask_AA.nii.gz
/home/sn21/localiser/data-3T/presto0004/202201271418_PHILIPSECA816E_1601_pip5T2ME_2SENSEp1o1.e01.nii.gz,/home/sn21/localiser/data-3T/presto0004_16_mask_AA.nii.gz
/home/sn21/localiser/data-3T/presto0004/202201271418_PHILIPSECA816E_1601_pip5T2ME_2SENSEp1o1.e02.nii.gz,/home/sn21/localiser/data-3T/presto0004_16_mask_AA.nii.gz
/home/sn21/localiser/data-3T/presto0004/202201271418_PHILIPSECA816E_1601_pip5T2ME_2SENSEp1o1.e03.nii.gz,/home/sn21/localiser/data-3T/presto0004_16_mask_AA.nii.gz
/home/sn21/localiser/data-3T/presto0004/202201271418_PHILIPSECA816E_1601_pip5T2ME_2SENSEp1o1.e04.nii.gz,/home/sn21/localiser/data-3T/presto0004_16_mask_AA.nii.gz
/home/sn21/localiser/data-3T/presto0004/202201271418_PHILIPSECA816E_1601_pip5T2ME_2SENSEp1o1.e05.nii.gz,/home/sn21/localiser/data-3T/presto0004_16_mask_AA.nii.gz
/home/sn21/localiser/data-3T/presto0007/202201311547_PHILIPSECA816E_1601_pip5T2ME_2SENSEp1o1.e01.nii.gz,/home/sn21/localiser/data-3T/presto0007_16_mask_AA.nii.gz
/home/sn21/localiser/data-3T/presto0007/202201311547_PHILIPSECA816E_1601_pip5T2ME_2SENSEp1o1.e02.nii.gz,/home/sn21/localiser/data-3T/presto0007_16_mask_AA.nii.gz
/home/sn21/localiser/data-3T/presto0007/202201311547_PHILIPSECA816E_1601_pip5T2ME_2SENSEp1o1.e03.nii.gz,/home/sn21/localiser/data-3T/presto0007_16_mask_AA.nii.gz
/home/sn21/localiser/data-3T/presto0007/202201311547_PHILIPSECA816E_1601_pip5T2ME_2SENSEp1o1.e04.nii.gz,/home/sn21/localiser/data-3T/presto0007_16_mask_AA.nii.gz
/home/sn21/localiser/data-3T/presto0007/202201311547_PHILIPSECA816E_1601_pip5T2ME_2SENSEp1o1.e05.nii.gz,/home/sn21/localiser/data-3T/presto0007_16_mask_AA.nii.gz
/home/sn21/localiser/data-3T/presto0008/202202211425_PHILIPSECA816E_1601_pip5T2ME_2SENSEp1o1.e01.nii.gz,/home/sn21/localiser/data-3T/presto0008_16_mask_AA.nii.gz
/home/sn21/localiser/data-3T/presto0008/202202211425_PHILIPSECA816E_1601_pip5T2ME_2SENSEp1o1.e02.nii.gz,/home/sn21/localiser/data-3T/presto0008_16_mask_AA.nii.gz
/home/sn21/localiser/data-3T/presto0008/202202211425_PHILIPSECA816E_1601_pip5T2ME_2SENSEp1o1.e03.nii.gz,/home/sn21/localiser/data-3T/presto0008_16_mask_AA.nii.gz
/home/sn21/localiser/data-3T/presto0008/202202211425_PHILIPSECA816E_1601_pip5T2ME_2SENSEp1o1.e04.nii.gz,/home/sn21/localiser/data-3T/presto0008_16_mask_AA.nii.gz
/home/sn21/localiser/data-3T/presto0008/202202211425_PHILIPSECA816E_1601_pip5T2ME_2SENSEp1o1.e05.nii.gz,/home/sn21/localiser/data-3T/presto0008_16_mask_AA.nii.gz
/home/sn21/localiser/data-3T/presto0013/202205180825_PHILIPSECA816E_1301_pip5T2ME_2SENSEp1o1.e01.nii.gz,/home/sn21/localiser/data-3T/presto0013_13_mask_AA.nii.gz
/home/sn21/localiser/data-3T/presto0013/202205180825_PHILIPSECA816E_1301_pip5T2ME_2SENSEp1o1.e02.nii.gz,/home/sn21/localiser/data-3T/presto0013_13_mask_AA.nii.gz
/home/sn21/localiser/data-3T/presto0013/202205180825_PHILIPSECA816E_1301_pip5T2ME_2SENSEp1o1.e03.nii.gz,/home/sn21/localiser/data-3T/presto0013_13_mask_AA.nii.gz
/home/sn21/localiser/data-3T/presto0013/202205180825_PHILIPSECA816E_1301_pip5T2ME_2SENSEp1o1.e04.nii.gz,/home/sn21/localiser/data-3T/presto0013_13_mask_AA.nii.gz
/home/sn21/localiser/data-3T/presto0013/202205180825_PHILIPSECA816E_1301_pip5T2ME_2SENSEp1o1.e05.nii.gz,/home/sn21/localiser/data-3T/presto0013_13_mask_AA.nii.gz
/home/sn21/localiser/data-3T/presto0015/202205180825_PHILIPSECA816E_1301_pip5T2ME_2SENSEp1o1.e01.nii.gz,/home/sn21/localiser/data-3T/presto0015_13_mask_AA.nii.gz
/home/sn21/localiser/data-3T/presto0015/202205180825_PHILIPSECA816E_1301_pip5T2ME_2SENSEp1o1.e02.nii.gz,/home/sn21/localiser/data-3T/presto0015_13_mask_AA.nii.gz
/home/sn21/localiser/data-3T/presto0015/202205180825_PHILIPSECA816E_1301_pip5T2ME_2SENSEp1o1.e03.nii.gz,/home/sn21/localiser/data-3T/presto0015_13_mask_AA.nii.gz
/home/sn21/localiser/data-3T/presto0015/202205180825_PHILIPSECA816E_1301_pip5T2ME_2SENSEp1o1.e04.nii.gz,/home/sn21/localiser/data-3T/presto0015_13_mask_AA.nii.gz
/home/sn21/localiser/data-3T/presto0015/202205180825_PHILIPSECA816E_1301_pip5T2ME_2SENSEp1o1.e05.nii.gz,/home/sn21/localiser/data-3T/presto0015_13_mask_AA.nii.gz
/home/sn21/localiser/data-3T/presto0016/202206141340_PHILIPSECA816E_1401_pip5T2ME_2_repSENSEp1o1.e01.nii.gz,/home/sn21/localiser/data-3T/presto0016_14_mask_AA.nii.gz
/home/sn21/localiser/data-3T/presto0016/202206141340_PHILIPSECA816E_1401_pip5T2ME_2_repSENSEp1o1.e02.nii.gz,/home/sn21/localiser/data-3T/presto0016_14_mask_AA.nii.gz
/home/sn21/localiser/data-3T/presto0016/202206141340_PHILIPSECA816E_1401_pip5T2ME_2_repSENSEp1o1.e03.nii.gz,/home/sn21/localiser/data-3T/presto0016_14_mask_AA.nii.gz
/home/sn21/localiser/data-3T/presto0016/202206141340_PHILIPSECA816E_1401_pip5T2ME_2_repSENSEp1o1.e04.nii.gz,/home/sn21/localiser/data-3T/presto0016_14_mask_AA.nii.gz
/home/sn21/localiser/data-3T/presto0016/202206141340_PHILIPSECA816E_1401_pip5T2ME_2_repSENSEp1o1.e05.nii.gz,/home/sn21/localiser/data-3T/presto0016_14_mask_AA.nii.gz
/home/sn21/localiser/data-3T/presto0017/202206221323_PHILIPSECA816E_1501_pip5T2ME_2SENSEp1o1.e01.nii.gz,/home/sn21/localiser/data-3T/presto0017_15_mask_AA.nii.gz
/home/sn21/localiser/data-3T/presto0017/202206221323_PHILIPSECA816E_1501_pip5T2ME_2SENSEp1o1.e02.nii.gz,/home/sn21/localiser/data-3T/presto0017_15_mask_AA.nii.gz
/home/sn21/localiser/data-3T/presto0017/202206221323_PHILIPSECA816E_1501_pip5T2ME_2SENSEp1o1.e03.nii.gz,/home/sn21/localiser/data-3T/presto0017_15_mask_AA.nii.gz
/home/sn21/localiser/data-3T/presto0017/202206221323_PHILIPSECA816E_1501_pip5T2ME_2SENSEp1o1.e04.nii.gz,/home/sn21/localiser/data-3T/presto0017_15_mask_AA.nii.gz
/home/sn21/localiser/data-3T/presto0017/202206221323_PHILIPSECA816E_1501_pip5T2ME_2SENSEp1o1.e05.nii.gz,/home/sn21/localiser/data-3T/presto0017_15_mask_AA.nii.gz
/home/sn21/localiser/data-3T/presto0020/202207050953_PHILIPSECA816E_1901_pip5T2ME_2SENSEp1o1.e01.nii.gz,/home/sn21/localiser/data-3T/presto0020_19_mask_AA.nii.gz
/home/sn21/localiser/data-3T/presto0020/202207050953_PHILIPSECA816E_1901_pip5T2ME_2SENSEp1o1.e02.nii.gz,/home/sn21/localiser/data-3T/presto0020_19_mask_AA.nii.gz
/home/sn21/localiser/data-3T/presto0020/202207050953_PHILIPSECA816E_1901_pip5T2ME_2SENSEp1o1.e03.nii.gz,/home/sn21/localiser/data-3T/presto0020_19_mask_AA.nii.gz
/home/sn21/localiser/data-3T/presto0020/202207050953_PHILIPSECA816E_1901_pip5T2ME_2SENSEp1o1.e04.nii.gz,/home/sn21/localiser/data-3T/presto0020_19_mask_AA.nii.gz
/home/sn21/localiser/data-3T/presto0020/202207050953_PHILIPSECA816E_1901_pip5T2ME_2SENSEp1o1.e05.nii.gz,/home/sn21/localiser/data-3T/presto0020_19_mask_AA.nii.gz
/home/sn21/localiser/data-3T/presto000202/202201190938_PHILIPSECA816E_1401_pip5T2ME_2SENSEp1o1.e01.nii.gz,/home/sn21/localiser/data-3T/presto000202_14_mask_AA.nii.gz
/home/sn21/localiser/data-3T/presto000202/202201190938_PHILIPSECA816E_1401_pip5T2ME_2SENSEp1o1.e02.nii.gz,/home/sn21/localiser/data-3T/presto000202_14_mask_AA.nii.gz
/home/sn21/localiser/data-3T/presto000202/202201190938_PHILIPSECA816E_1401_pip5T2ME_2SENSEp1o1.e03.nii.gz,/home/sn21/localiser/data-3T/presto000202_14_mask_AA.nii.gz
/home/sn21/localiser/data-3T/presto000202/202201190938_PHILIPSECA816E_1401_pip5T2ME_2SENSEp1o1.e04.nii.gz,/home/sn21/localiser/data-3T/presto000202_14_mask_AA.nii.gz
/home/sn21/localiser/data-3T/presto000202/202201190938_PHILIPSECA816E_1401_pip5T2ME_2SENSEp1o1.e05.nii.gz,/home/sn21/localiser/data-3T/presto000202_14_mask_AA.nii.gz
/home/sn21/localiser/pip/pip0089/201801311139_PHILIPSECA816E_2001_sf7T2ME_3SENSEp1o0/201801311139_PHILIPSECA816E_2001_sf7T2ME_3SENSEp1o0.e01.nii.gz,/home/sn21/localiser/pip/pip0089_20_mask_AA.nii.gz
/home/sn21/localiser/pip/pip0089/201801311139_PHILIPSECA816E_2001_sf7T2ME_3SENSEp1o0/201801311139_PHILIPSECA816E_2001_sf7T2ME_3SENSEp1o0.e02.nii.gz,/home/sn21/localiser/pip/pip0089_20_mask_AA.nii.gz
/home/sn21/localiser/pip/pip0089/201801311139_PHILIPSECA816E_2001_sf7T2ME_3SENSEp1o0/201801311139_PHILIPSECA816E_2001_sf7T2ME_3SENSEp1o0.e03.nii.gz,/home/sn21/localiser/pip/pip0089_20_mask_AA.nii.gz
/home/sn21/localiser/pip/pip0089/201801311139_PHILIPSECA816E_2001_sf7T2ME_3SENSEp1o0/201801311139_PHILIPSECA816E_2001_sf7T2ME_3SENSEp1o0.e04.nii.gz,/home/sn21/localiser/pip/pip0089_20_mask_AA.nii.gz
/home/sn21/localiser/pip/pip0089/201801311139_PHILIPSECA816E_2001_sf7T2ME_3SENSEp1o0/201801311139_PHILIPSECA816E_2001_sf7T2ME_3SENSEp1o0.e05.nii.gz,/home/sn21/localiser/pip/pip0089_20_mask_AA.nii.gz
/home/sn21/localiser/pip/pip0099/201803021133_PHILIPSECA816E_2601_f4T2ME_3SENSEp1o0/201803021133_PHILIPSECA816E_2601_f4T2ME_3SENSEp1o0.e01.nii.gz,/home/sn21/localiser/pip/pip0099_26_mask_AA.nii.gz
/home/sn21/localiser/pip/pip0099/201803021133_PHILIPSECA816E_2601_f4T2ME_3SENSEp1o0/201803021133_PHILIPSECA816E_2601_f4T2ME_3SENSEp1o0.e02.nii.gz,/home/sn21/localiser/pip/pip0099_26_mask_AA.nii.gz
/home/sn21/localiser/pip/pip0099/201803021133_PHILIPSECA816E_2601_f4T2ME_3SENSEp1o0/201803021133_PHILIPSECA816E_2601_f4T2ME_3SENSEp1o0.e03.nii.gz,/home/sn21/localiser/pip/pip0099_26_mask_AA.nii.gz
/home/sn21/localiser/pip/pip0099/201803021133_PHILIPSECA816E_2601_f4T2ME_3SENSEp1o0/201803021133_PHILIPSECA816E_2601_f4T2ME_3SENSEp1o0.e04.nii.gz,/home/sn21/localiser/pip/pip0099_26_mask_AA.nii.gz
/home/sn21/localiser/pip/pip0099/201803021133_PHILIPSECA816E_2601_f4T2ME_3SENSEp1o0/201803021133_PHILIPSECA816E_2601_f4T2ME_3SENSEp1o0.e05.nii.gz,/home/sn21/localiser/pip/pip0099_26_mask_AA.nii.gz
/home/sn21/localiser/pip/pip0106/201803140924_PHILIPSECA816E_1301_zs3T2ME_25SENSEp1o0/201803140924_PHILIPSECA816E_1301_zs3T2ME_25SENSEp1o0.e01.nii.gz,/home/sn21/localiser/pip/pip0106_13_mask_AA.nii.gz
/home/sn21/localiser/pip/pip0106/201803140924_PHILIPSECA816E_1301_zs3T2ME_25SENSEp1o0/201803140924_PHILIPSECA816E_1301_zs3T2ME_25SENSEp1o0.e02.nii.gz,/home/sn21/localiser/pip/pip0106_13_mask_AA.nii.gz
/home/sn21/localiser/pip/pip0106/201803140924_PHILIPSECA816E_1301_zs3T2ME_25SENSEp1o0/201803140924_PHILIPSECA816E_1301_zs3T2ME_25SENSEp1o0.e03.nii.gz,/home/sn21/localiser/pip/pip0106_13_mask_AA.nii.gz
/home/sn21/localiser/pip/pip0106/201803140924_PHILIPSECA816E_1301_zs3T2ME_25SENSEp1o0/201803140924_PHILIPSECA816E_1301_zs3T2ME_25SENSEp1o0.e04.nii.gz,/home/sn21/localiser/pip/pip0106_13_mask_AA.nii.gz
/home/sn21/localiser/pip/pip0106/201803140924_PHILIPSECA816E_1301_zs3T2ME_25SENSEp1o0/201803140924_PHILIPSECA816E_1301_zs3T2ME_25SENSEp1o0.e05.nii.gz,/home/sn21/localiser/pip/pip0106_13_mask_AA.nii.gz
/home/sn21/localiser/pip/pip0116/201804050944_PHILIPSECA816E_2601_f4T2ME_3SENSEp1o0/201804050944_PHILIPSECA816E_2601_f4T2ME_3SENSEp1o0.e01.nii.gz,/home/sn21/localiser/pip/pip0116_26_mask_AA.nii.gz
/home/sn21/localiser/pip/pip0116/201804050944_PHILIPSECA816E_2601_f4T2ME_3SENSEp1o0/201804050944_PHILIPSECA816E_2601_f4T2ME_3SENSEp1o0.e02.nii.gz,/home/sn21/localiser/pip/pip0116_26_mask_AA.nii.gz
/home/sn21/localiser/pip/pip0116/201804050944_PHILIPSECA816E_2601_f4T2ME_3SENSEp1o0/201804050944_PHILIPSECA816E_2601_f4T2ME_3SENSEp1o0.e03.nii.gz,/home/sn21/localiser/pip/pip0116_26_mask_AA.nii.gz
/home/sn21/localiser/pip/pip0116/201804050944_PHILIPSECA816E_2601_f4T2ME_3SENSEp1o0/201804050944_PHILIPSECA816E_2601_f4T2ME_3SENSEp1o0.e04.nii.gz,/home/sn21/localiser/pip/pip0116_26_mask_AA.nii.gz
/home/sn21/localiser/pip/pip0116/201804050944_PHILIPSECA816E_2601_f4T2ME_3SENSEp1o0/201804050944_PHILIPSECA816E_2601_f4T2ME_3SENSEp1o0.e05.nii.gz,/home/sn21/localiser/pip/pip0116_26_mask_AA.nii.gz
/home/sn21/localiser/pip/pip0118/201804260944_PHILIPSECA816E_2701_pip4T2ME_3SENSEp1o0p1o0/201804260944_PHILIPSECA816E_2701_pip4T2ME_3SENSEp1o0p1o0.e01.nii.gz,/home/sn21/localiser/pip/pip0118_27_mask_AA.nii.gz
/home/sn21/localiser/pip/pip0118/201804260944_PHILIPSECA816E_2701_pip4T2ME_3SENSEp1o0p1o0/201804260944_PHILIPSECA816E_2701_pip4T2ME_3SENSEp1o0p1o0.e02.nii.gz,/home/sn21/localiser/pip/pip0118_27_mask_AA.nii.gz
/home/sn21/localiser/pip/pip0118/201804260944_PHILIPSECA816E_2701_pip4T2ME_3SENSEp1o0p1o0/201804260944_PHILIPSECA816E_2701_pip4T2ME_3SENSEp1o0p1o0.e03.nii.gz,/home/sn21/localiser/pip/pip0118_27_mask_AA.nii.gz
/home/sn21/localiser/pip/pip0118/201804260944_PHILIPSECA816E_2701_pip4T2ME_3SENSEp1o0p1o0/201804260944_PHILIPSECA816E_2701_pip4T2ME_3SENSEp1o0p1o0.e04.nii.gz,/home/sn21/localiser/pip/pip0118_27_mask_AA.nii.gz
/home/sn21/localiser/pip/pip0118/201804260944_PHILIPSECA816E_2701_pip4T2ME_3SENSEp1o0p1o0/201804260944_PHILIPSECA816E_2701_pip4T2ME_3SENSEp1o0p1o0.e05.nii.gz,/home/sn21/localiser/pip/pip0118_27_mask_AA.nii.gz
