t2sw,lab
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e01_tmpt29_img-585.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt29_seg_pr-586.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e01_tmpt3_img-507.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt3_seg_pr-508.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e01_tmpt30_img-588.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt30_seg_pr-589.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e01_tmpt4_img-510.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt4_seg_pr-511.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e01_tmpt5_img-513.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt5_seg_pr-514.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e01_tmpt6_img-516.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt6_seg_pr-517.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e01_tmpt7_img-519.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt7_seg_pr-520.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e01_tmpt8_img-522.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt8_seg_pr-523.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e01_tmpt9_img-525.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt9_seg_pr-526.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt10_img-529.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt10_seg_pr-529.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt11_img-532.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt11_seg_pr-532.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt12_img-535.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt12_seg_pr-535.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt13_img-538.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt13_seg_pr-538.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt14_img-541.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt14_seg_pr-541.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt15_img-544.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt15_seg_pr-544.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt16_img-547.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt16_seg_pr-547.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt17_img-550.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt17_seg_pr-550.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt18_img-553.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt18_seg_pr-553.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt19_img-556.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt19_seg_pr-556.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt2_img-505.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt2_seg_pr-505.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt20_img-559.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt20_seg_pr-559.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt21_img-562.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt21_seg_pr-562.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt22_img-565.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt22_seg_pr-565.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt23_img-568.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt23_seg_pr-568.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt24_img-571.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt24_seg_pr-571.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt25_img-574.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt25_seg_pr-574.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt26_img-577.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt26_seg_pr-577.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt27_img-580.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt27_seg_pr-580.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt28_img-583.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt28_seg_pr-583.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt29_img-586.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt29_seg_pr-586.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt3_img-508.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt3_seg_pr-508.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt30_img-589.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt30_seg_pr-589.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt4_img-511.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt4_seg_pr-511.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt5_img-514.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt5_seg_pr-514.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt6_img-517.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt6_seg_pr-517.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt7_img-520.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt7_seg_pr-520.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt8_img-523.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt8_seg_pr-523.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt9_img-526.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt9_seg_pr-526.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e03_tmpt10_img-530.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt10_seg_pr-529.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e03_tmpt11_img-533.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt11_seg_pr-532.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e03_tmpt12_img-536.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt12_seg_pr-535.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e03_tmpt13_img-539.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt13_seg_pr-538.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e03_tmpt14_img-542.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt14_seg_pr-541.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e03_tmpt15_img-545.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt15_seg_pr-544.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e03_tmpt16_img-548.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt16_seg_pr-547.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e03_tmpt17_img-551.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt17_seg_pr-550.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e03_tmpt18_img-554.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt18_seg_pr-553.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e03_tmpt19_img-557.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt19_seg_pr-556.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e03_tmpt2_img-506.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt2_seg_pr-505.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e03_tmpt20_img-560.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt20_seg_pr-559.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e03_tmpt21_img-563.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt21_seg_pr-562.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e03_tmpt22_img-566.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt22_seg_pr-565.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e03_tmpt23_img-569.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt23_seg_pr-568.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e03_tmpt24_img-572.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt24_seg_pr-571.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e03_tmpt25_img-575.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt25_seg_pr-574.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e03_tmpt26_img-578.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt26_seg_pr-577.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e03_tmpt27_img-581.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt27_seg_pr-580.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e03_tmpt28_img-584.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt28_seg_pr-583.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e03_tmpt29_img-587.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt29_seg_pr-586.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e03_tmpt3_img-509.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt3_seg_pr-508.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e03_tmpt30_img-590.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt30_seg_pr-589.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e03_tmpt4_img-512.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt4_seg_pr-511.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e03_tmpt5_img-515.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt5_seg_pr-514.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e03_tmpt6_img-518.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt6_seg_pr-517.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e03_tmpt7_img-521.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt7_seg_pr-520.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e03_tmpt8_img-524.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt8_seg_pr-523.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e03_tmpt9_img-527.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_070122/_CARP0033_3301_T2ME_corSENSE.e02_tmpt9_seg_pr-526.nii.gz
/content/drive/My Drive/Colab Notebooks/carp/CARP0010_1101_T2ME_corSENSE.e01_tmpt1.nii.gz,/content/drive/My Drive/Colab Notebooks/carp_manual_seg/CARP0010_1101_T2ME_corSENSE_seg.nii.gz
/content/drive/My Drive/Colab Notebooks/carp/CARP0010_1101_T2ME_corSENSE.e02_tmpt1.nii.gz,/content/drive/My Drive/Colab Notebooks/carp_manual_seg/CARP0010_1101_T2ME_corSENSE_seg.nii.gz
/content/drive/My Drive/Colab Notebooks/carp/CARP0010_1101_T2ME_corSENSE.e03_tmpt1.nii.gz,/content/drive/My Drive/Colab Notebooks/carp_manual_seg/CARP0010_1101_T2ME_corSENSE_seg.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0010_1101_T2ME_corSENSE.e01_tmpt19_img-138.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0010_1101_T2ME_corSENSE.e02_tmpt19_seg_pr-139.nii.gz
